route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
riga_bus_2,30890,63,"Vecmīlgrāvis",0,217117,riga_bus_2_a-b,
riga_bus_2,30890,64,"Vecmīlgrāvis",0,217119,riga_bus_2_a-b,
riga_bus_2,30890,65,"Vecmīlgrāvis",0,217120,riga_bus_2_a-b,
riga_bus_2,30890,66,"Vecmīlgrāvis",0,217123,riga_bus_2_a-b,
riga_bus_2,30890,67,"Vecmīlgrāvis",0,217124,riga_bus_2_a-b,
riga_bus_2,30890,68,"Vecmīlgrāvis",0,217121,riga_bus_2_a-b,
riga_bus_2,30891,69,"Vecmīlgrāvis",0,217135,riga_bus_2_a-b,
riga_bus_2,30890,70,"Vecmīlgrāvis",0,217117,riga_bus_2_a-b,
riga_bus_2,30890,71,"Vecmīlgrāvis",0,217116,riga_bus_2_a-b,
riga_bus_2,30890,72,"Vecmīlgrāvis",0,217119,riga_bus_2_a-b,
riga_bus_2,30890,73,"Vecmīlgrāvis",0,217125,riga_bus_2_a-b,
riga_bus_2,30890,74,"Vecmīlgrāvis",0,217122,riga_bus_2_a-b,
riga_bus_2,30890,75,"Vecmīlgrāvis",0,217120,riga_bus_2_a-b,
riga_bus_2,30890,76,"Vecmīlgrāvis",0,217118,riga_bus_2_a-b,
riga_bus_2,30890,77,"Vecmīlgrāvis",0,217123,riga_bus_2_a-b,
riga_bus_2,30891,78,"Vecmīlgrāvis",0,217131,riga_bus_2_a-b,
riga_bus_2,30890,79,"Vecmīlgrāvis",0,217124,riga_bus_2_a-b,
riga_bus_2,30890,80,"Vecmīlgrāvis",0,217121,riga_bus_2_a-b,
riga_bus_2,30891,81,"Vecmīlgrāvis",0,217135,riga_bus_2_a-b,
riga_bus_2,30890,82,"Vecmīlgrāvis",0,217117,riga_bus_2_a-b,
riga_bus_2,30890,83,"Vecmīlgrāvis",0,217116,riga_bus_2_a-b,
riga_bus_2,30890,84,"Vecmīlgrāvis",0,217125,riga_bus_2_a-b,
riga_bus_2,30890,85,"Vecmīlgrāvis",0,217119,riga_bus_2_a-b,
riga_bus_2,30890,86,"Vecmīlgrāvis",0,217122,riga_bus_2_a-b,
riga_bus_2,30890,87,"Vecmīlgrāvis",0,217120,riga_bus_2_a-b,
riga_bus_2,30890,88,"Vecmīlgrāvis",0,217123,riga_bus_2_a-b,
riga_bus_2,30890,89,"Vecmīlgrāvis",0,217124,riga_bus_2_a-b,
riga_bus_2,30890,90,"Vecmīlgrāvis",0,217119,riga_bus_2_a-b,
riga_bus_2,30890,91,"Vecmīlgrāvis",0,217120,riga_bus_2_a-b,
riga_bus_2,30890,92,"Vecmīlgrāvis",0,217123,riga_bus_2_a-b,
riga_bus_2,30890,93,"Vecmīlgrāvis",0,217124,riga_bus_2_a-b,
riga_bus_2,30890,94,"Vecmīlgrāvis",0,217119,riga_bus_2_a-b,
riga_bus_2,30890,95,"Vecmīlgrāvis",0,217120,riga_bus_2_a-b,
riga_bus_2,31305,96,"Abrenes iela",1,219472,riga_bus_2_b-a,
riga_bus_2,31305,97,"Abrenes iela",1,219471,riga_bus_2_b-a,
riga_bus_2,31305,98,"Abrenes iela",1,219467,riga_bus_2_b-a,
riga_bus_2,31305,99,"Abrenes iela",1,219469,riga_bus_2_b-a,
riga_bus_2,31305,100,"Abrenes iela",1,219472,riga_bus_2_b-a,
riga_bus_2,31305,101,"Abrenes iela",1,219471,riga_bus_2_b-a,
riga_bus_2,31305,102,"Abrenes iela",1,219467,riga_bus_2_b-a,
riga_bus_2,31305,103,"Abrenes iela",1,219470,riga_bus_2_b-a,
riga_bus_2,31305,104,"Abrenes iela",1,219469,riga_bus_2_b-a,
riga_bus_2,31305,105,"Abrenes iela",1,219472,riga_bus_2_b-a,
riga_bus_2,31305,106,"Abrenes iela",1,219471,riga_bus_2_b-a,
riga_bus_2,31305,107,"Abrenes iela",1,219468,riga_bus_2_b-a,
riga_bus_2,31305,108,"Abrenes iela",1,219467,riga_bus_2_b-a,
riga_bus_2,31305,109,"Abrenes iela",1,219470,riga_bus_2_b-a,
riga_bus_2,31305,110,"Abrenes iela",1,219469,riga_bus_2_b-a,
riga_bus_2,31305,111,"Abrenes iela",1,219472,riga_bus_2_b-a,
riga_bus_2,31305,112,"Abrenes iela",1,219471,riga_bus_2_b-a,
riga_bus_2,31305,113,"Abrenes iela",1,219468,riga_bus_2_b-a,
riga_bus_2,31306,114,"Abrenes iela",1,219474,riga_bus_2_b-a,
riga_bus_2,31306,115,"Abrenes iela",1,219478,riga_bus_2_b-a,
riga_bus_2,31306,116,"Abrenes iela",1,219473,riga_bus_2_b-a,
riga_bus_2,31306,117,"Abrenes iela",1,219476,riga_bus_2_b-a,
riga_bus_2,31306,118,"Abrenes iela",1,219477,riga_bus_2_b-a,
riga_bus_2,31306,119,"Abrenes iela",1,219479,riga_bus_2_b-a,
riga_bus_2,31306,120,"Abrenes iela",1,219475,riga_bus_2_b-a,
riga_bus_2,31305,121,"Abrenes iela",1,219470,riga_bus_2_b-a,
riga_bus_2,31305,122,"Abrenes iela",1,219469,riga_bus_2_b-a,
riga_bus_2,31305,123,"Abrenes iela",1,219472,riga_bus_2_b-a,
riga_bus_2,31305,124,"Abrenes iela",1,219471,riga_bus_2_b-a,
riga_bus_2,31305,125,"Abrenes iela",1,219468,riga_bus_2_b-a,
riga_bus_2,31306,126,"Abrenes iela",1,219474,riga_bus_2_b-a,
riga_bus_2,31306,127,"Abrenes iela",1,219478,riga_bus_2_b-a,
riga_bus_2,31306,128,"Abrenes iela",1,219473,riga_bus_2_b-a,
riga_bus_2,31306,129,"Abrenes iela",1,219476,riga_bus_2_b-a,
riga_bus_2,31306,130,"Abrenes iela",1,219477,riga_bus_2_b-a,
riga_bus_2,31306,131,"Abrenes iela",1,219474,riga_bus_2_b-a,
riga_bus_2,31305,132,"Abrenes iela",1,219470,riga_bus_2_b-a,
riga_bus_2,31305,133,"Abrenes iela",1,219469,riga_bus_2_b-a,
riga_bus_2,31306,134,"Abrenes iela",1,219477,riga_bus_2_b-a,
riga_bus_2,31306,135,"Abrenes iela",1,219474,riga_bus_2_b-a,
riga_bus_2,30890,136,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30891,137,"Abrenes iela",1,217132,riga_bus_2_b-a,
riga_bus_2,30890,138,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,139,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,140,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,141,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,142,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,143,"Abrenes iela",1,217125,riga_bus_2_b-a,
riga_bus_2,30890,144,"Abrenes iela",1,217121,riga_bus_2_b-a,
riga_bus_2,30890,145,"Abrenes iela",1,217118,riga_bus_2_b-a,
riga_bus_2,30890,146,"Abrenes iela",1,217122,riga_bus_2_b-a,
riga_bus_2,30890,147,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,148,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,149,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,150,"Abrenes iela",1,217116,riga_bus_2_b-a,
riga_bus_2,30890,151,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,152,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,153,"Abrenes iela",1,217125,riga_bus_2_b-a,
riga_bus_2,30890,154,"Abrenes iela",1,217118,riga_bus_2_b-a,
riga_bus_2,30890,155,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,156,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,157,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,158,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,159,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,160,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,161,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,162,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,163,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,164,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,165,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,166,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,167,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,168,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,169,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,170,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,171,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,172,"Abrenes iela",1,217121,riga_bus_2_b-a,
riga_bus_2,30891,173,"Abrenes iela",1,217135,riga_bus_2_b-a,
riga_bus_2,30890,174,"Abrenes iela",1,217117,riga_bus_2_b-a,
riga_bus_2,30890,175,"Abrenes iela",1,217116,riga_bus_2_b-a,
riga_bus_2,30890,176,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,177,"Abrenes iela",1,217125,riga_bus_2_b-a,
riga_bus_2,30890,178,"Abrenes iela",1,217122,riga_bus_2_b-a,
riga_bus_2,30890,179,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,180,"Abrenes iela",1,217118,riga_bus_2_b-a,
riga_bus_2,30890,181,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30891,182,"Abrenes iela",1,217131,riga_bus_2_b-a,
riga_bus_2,30890,183,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30891,184,"Abrenes iela",1,217135,riga_bus_2_b-a,
riga_bus_2,30890,185,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,186,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,187,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,188,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,189,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30890,190,"Abrenes iela",1,217120,riga_bus_2_b-a,
riga_bus_2,30890,191,"Abrenes iela",1,217123,riga_bus_2_b-a,
riga_bus_2,30890,192,"Abrenes iela",1,217124,riga_bus_2_b-a,
riga_bus_2,30890,193,"Abrenes iela",1,217119,riga_bus_2_b-a,
riga_bus_2,30891,194,"Abrenes iela",1,217133,riga_bus_2_b1-b-a,
riga_bus_3,31377,195,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,196,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,197,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,198,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,199,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,200,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,201,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,202,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,203,"Pļavnieki",0,220114,riga_bus_3_a-b,
riga_bus_3,31377,204,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,205,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31377,206,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,207,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,208,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,209,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,210,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,211,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,212,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,213,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,214,"Pļavnieki",0,220114,riga_bus_3_a-b,
riga_bus_3,31377,215,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,216,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31377,217,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,218,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,219,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,220,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,221,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,222,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,223,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,224,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,225,"Pļavnieki",0,220114,riga_bus_3_a-b,
riga_bus_3,31377,226,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,227,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31377,228,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,229,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,230,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,231,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,232,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,233,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,234,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,235,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,236,"Pļavnieki",0,220114,riga_bus_3_a-b,
riga_bus_3,31377,237,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,238,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31377,239,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,240,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,241,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,242,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,243,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,244,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,245,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,246,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,247,"Pļavnieki",0,220114,riga_bus_3_a-b,
riga_bus_3,31377,248,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,249,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31377,250,"Pļavnieki",0,220116,riga_bus_3_a-b,
riga_bus_3,31377,251,"Pļavnieki",0,220113,riga_bus_3_a-b,
riga_bus_3,31377,252,"Pļavnieki",0,220118,riga_bus_3_a-b,
riga_bus_3,31377,253,"Pļavnieki",0,220122,riga_bus_3_a-b,
riga_bus_3,31377,254,"Pļavnieki",0,220117,riga_bus_3_a-b,
riga_bus_3,31377,255,"Pļavnieki",0,220123,riga_bus_3_a-b,
riga_bus_3,31377,256,"Pļavnieki",0,220119,riga_bus_3_a-b,
riga_bus_3,31377,257,"Pļavnieki",0,220120,riga_bus_3_a-b,
riga_bus_3,31377,258,"Pļavnieki",0,220121,riga_bus_3_a-b,
riga_bus_3,31377,259,"Pļavnieki",0,220115,riga_bus_3_a-b,
riga_bus_3,31368,260,"Pļavnieki",0,220057,riga_bus_3_a-b,
riga_bus_3,31368,261,"Pļavnieki",0,220071,riga_bus_3_a-b,
riga_bus_3,31368,262,"Pļavnieki",0,220058,riga_bus_3_a-b,
riga_bus_3,31368,263,"Pļavnieki",0,220046,riga_bus_3_a-b,
riga_bus_3,31368,264,"Pļavnieki",0,220050,riga_bus_3_a-b,
riga_bus_3,31368,265,"Pļavnieki",0,220056,riga_bus_3_a-b,
riga_bus_3,31368,266,"Pļavnieki",0,220073,riga_bus_3_a-b,
riga_bus_3,31368,267,"Pļavnieki",0,220061,riga_bus_3_a-b,
riga_bus_3,31368,268,"Pļavnieki",0,220063,riga_bus_3_a-b,
riga_bus_3,31368,269,"Pļavnieki",0,220060,riga_bus_3_a-b,
riga_bus_3,31368,270,"Pļavnieki",0,220068,riga_bus_3_a-b,
riga_bus_3,31368,271,"Pļavnieki",0,220062,riga_bus_3_a-b,
riga_bus_3,31368,272,"Pļavnieki",0,220072,riga_bus_3_a-b,
riga_bus_3,31368,273,"Pļavnieki",0,220054,riga_bus_3_a-b,
riga_bus_3,31368,274,"Pļavnieki",0,220064,riga_bus_3_a-b,
riga_bus_3,31368,275,"Pļavnieki",0,220053,riga_bus_3_a-b,
riga_bus_3,31368,276,"Pļavnieki",0,220069,riga_bus_3_a-b,
riga_bus_3,31368,277,"Pļavnieki",0,220047,riga_bus_3_a-b,
riga_bus_3,31368,278,"Pļavnieki",0,220066,riga_bus_3_a-b,
riga_bus_3,31368,279,"Pļavnieki",0,220067,riga_bus_3_a-b,
riga_bus_3,31368,280,"Pļavnieki",0,220059,riga_bus_3_a-b,
riga_bus_3,31368,281,"Pļavnieki",0,220048,riga_bus_3_a-b,
riga_bus_3,31368,282,"Pļavnieki",0,220044,riga_bus_3_a-b,
riga_bus_3,31368,283,"Pļavnieki",0,220051,riga_bus_3_a-b,
riga_bus_3,31368,284,"Pļavnieki",0,220055,riga_bus_3_a-b,
riga_bus_3,31368,285,"Pļavnieki",0,220057,riga_bus_3_a-b,
riga_bus_3,31368,286,"Pļavnieki",0,220065,riga_bus_3_a-b,
riga_bus_3,31368,287,"Pļavnieki",0,220052,riga_bus_3_a-b,
riga_bus_3,31368,288,"Pļavnieki",0,220071,riga_bus_3_a-b,
riga_bus_3,31368,289,"Pļavnieki",0,220058,riga_bus_3_a-b,
riga_bus_3,31368,290,"Pļavnieki",0,220046,riga_bus_3_a-b,
riga_bus_3,31368,291,"Pļavnieki",0,220049,riga_bus_3_a-b,
riga_bus_3,31368,292,"Pļavnieki",0,220050,riga_bus_3_a-b,
riga_bus_3,31368,293,"Pļavnieki",0,220056,riga_bus_3_a-b,
riga_bus_3,31368,294,"Pļavnieki",0,220073,riga_bus_3_a-b,
riga_bus_3,31368,295,"Pļavnieki",0,220063,riga_bus_3_a-b,
riga_bus_3,31368,296,"Pļavnieki",0,220060,riga_bus_3_a-b,
riga_bus_3,31368,297,"Pļavnieki",0,220045,riga_bus_3_a-b,
riga_bus_3,31368,298,"Pļavnieki",0,220068,riga_bus_3_a-b,
riga_bus_3,31368,299,"Pļavnieki",0,220072,riga_bus_3_a-b,
riga_bus_3,31368,300,"Pļavnieki",0,220054,riga_bus_3_a-b,
riga_bus_3,31368,301,"Pļavnieki",0,220053,riga_bus_3_a-b,
riga_bus_3,31368,302,"Pļavnieki",0,220047,riga_bus_3_a-b,
riga_bus_3,31368,303,"Pļavnieki",0,220069,riga_bus_3_a-b,
riga_bus_3,31368,304,"Pļavnieki",0,220067,riga_bus_3_a-b,
riga_bus_3,31368,305,"Pļavnieki",0,220066,riga_bus_3_a-b,
riga_bus_3,31368,306,"Pļavnieki",0,220059,riga_bus_3_a-b,
riga_bus_3,31368,307,"Pļavnieki",0,220055,riga_bus_3_a-b,
riga_bus_3,31368,308,"Pļavnieki",0,220070,riga_bus_3_a-b,
riga_bus_3,31368,309,"Pļavnieki",0,220057,riga_bus_3_a-b,
riga_bus_3,31368,310,"Pļavnieki",0,220065,riga_bus_3_a-b,
riga_bus_3,31368,311,"Pļavnieki",0,220058,riga_bus_3_a-b,
riga_bus_3,31368,312,"Pļavnieki",0,220046,riga_bus_3_a-b,
riga_bus_3,31368,313,"Pļavnieki",0,220050,riga_bus_3_a-b,
riga_bus_3,31368,314,"Pļavnieki",0,220073,riga_bus_3_a-b,
riga_bus_3,31368,315,"Pļavnieki",0,220063,riga_bus_3_a-b,
riga_bus_3,31368,316,"Pļavnieki",0,220064,riga_bus_3_a-b,
riga_bus_3,31368,317,"Pļavnieki",0,220045,riga_bus_3_a-b,
riga_bus_3,31368,318,"Pļavnieki",0,220068,riga_bus_3_a-b,
riga_bus_3,31368,319,"Pļavnieki",0,220053,riga_bus_3_a-b,
riga_bus_3,31368,320,"Pļavnieki",0,220069,riga_bus_3_a-b,
riga_bus_3,31368,321,"Pļavnieki",0,220067,riga_bus_3_a-b,
riga_bus_3,31368,322,"Pļavnieki",0,220066,riga_bus_3_a-b,
riga_bus_3,31368,323,"Pļavnieki",0,220059,riga_bus_3_a-b,
riga_bus_3,31368,324,"Pļavnieki",0,220055,riga_bus_3_a-b,
riga_bus_3,31368,325,"Pļavnieki",0,220070,riga_bus_3_a-b,
riga_bus_3,31368,326,"Pļavnieki",0,220057,riga_bus_3_a-b,
riga_bus_3,31368,327,"Pļavnieki",0,220065,riga_bus_3_a-b,
riga_bus_3,31368,328,"Pļavnieki",0,220058,riga_bus_3_a-b,
riga_bus_3,31368,329,"Pļavnieki",0,220046,riga_bus_3_a-b,
riga_bus_3,31368,330,"Pļavnieki",0,220051,riga_bus_3_a-b,
riga_bus_3,31368,331,"Pļavnieki",0,220050,riga_bus_3_a-b,
riga_bus_3,31368,332,"Pļavnieki",0,220073,riga_bus_3_a-b,
riga_bus_3,31368,333,"Pļavnieki",0,220063,riga_bus_3_a-b,
riga_bus_3,31368,334,"Pļavnieki",0,220052,riga_bus_3_a-b,
riga_bus_3,31368,335,"Pļavnieki",0,220071,riga_bus_3_a-b,
riga_bus_3,31368,336,"Pļavnieki",0,220064,riga_bus_3_a-b,
riga_bus_3,31368,337,"Pļavnieki",0,220045,riga_bus_3_a-b,
riga_bus_3,31368,338,"Pļavnieki",0,220056,riga_bus_3_a-b,
